InvoiceDate,Revenue,Quantity,Num_Transactions,Revenue_lag_1,Quantity_lag_1,Revenue_lag_7,Quantity_lag_7,Revenue_lag_14,Quantity_lag_14,Revenue_rolling_7,Quantity_rolling_7,day_of_week,month,week_of_year,day
2010-02-18,35737.24,19851,1312,26455.22,24986.0,15061.87,9027.0,22486.01,12794.0,22525.833000000002,25022.14285714286,Thursday,2,7,18
2010-02-19,18931.99,10862,702,35737.24,19851.0,9728.96,7324.0,19420.74,9889.0,23840.551571428576,25527.571428571428,Friday,2,7,19
2010-02-20,0.0,0,0,18931.99,10862.0,0.0,0.0,0.0,0.0,23840.551571428576,25527.571428571428,Saturday,2,7,20
2010-02-21,11394.731,5555,907,0.0,0.0,17772.19,10892.0,17023.920000000002,11179.0,22929.486000000004,24765.14285714286,Sunday,2,7,21
2010-02-22,26336.24,13423,1104,11394.731,5555.0,42318.211,96358.0,13016.04,7043.0,20646.347285714288,12917.285714285714,Monday,2,8,22
2010-02-23,20840.01,11574,979,26336.24,13423.0,25669.010000000002,15744.0,18398.26,10629.0,19956.490142857143,12321.57142857143,Tuesday,2,8,23
2010-02-24,30392.661,21941,1040,20840.01,11574.0,26455.22,24986.0,6082.34,3066.0,20518.981714285714,11886.57142857143,Wednesday,2,8,24
2010-02-25,44604.16,26014,1328,30392.661,21941.0,35737.24,19851.0,15061.87,9027.0,21785.684571428574,12767.0,Thursday,2,8,25
2010-02-26,12778.641,6798,609,44604.16,26014.0,18931.99,10862.0,9728.96,7324.0,20906.63471428572,12186.42857142857,Friday,2,8,26
2010-02-27,0.0,0,0,12778.641,6798.0,0.0,0.0,0.0,0.0,20906.63471428572,12186.42857142857,Saturday,2,8,27
2010-02-28,16741.49,8419,1247,0.0,0.0,11394.731,5555.0,17772.19,10892.0,21670.45742857143,12595.57142857143,Sunday,2,8,28
2010-03-01,23933.87,21188,1002,16741.49,8419.0,26336.24,13423.0,42318.211,96358.0,21327.261714285713,13704.857142857143,Monday,3,9,1
2010-03-02,21667.8,11019,1033,23933.87,21188.0,20840.01,11574.0,25669.010000000002,15744.0,21445.517428571427,13625.57142857143,Tuesday,3,9,2
2010-03-03,31849.7,20031,1474,21667.8,11019.0,30392.661,21941.0,26455.22,24986.0,21653.66585714286,13352.714285714286,Wednesday,3,9,3
2010-03-04,29966.350000000002,18044,1633,31849.7,20031.0,44604.16,26014.0,35737.24,19851.0,19562.550142857148,12214.142857142857,Thursday,3,9,4
2010-03-05,25361.64,17947,1032,29966.350000000002,18044.0,12778.641,6798.0,18931.99,10862.0,21360.12142857143,13806.857142857143,Friday,3,9,5
2010-03-06,0.0,0,0,25361.64,17947.0,0.0,0.0,0.0,0.0,21360.12142857143,13806.857142857143,Saturday,3,9,6
2010-03-07,19034.6,10876,1715,0.0,0.0,16741.49,8419.0,11394.731,5555.0,21687.708571428575,14157.857142857143,Sunday,3,9,7
2010-03-08,26605.58,13876,949,19034.6,10876.0,23933.87,21188.0,26336.24,13423.0,22069.38142857143,13113.285714285714,Monday,3,10,8
2010-03-09,19665.69,11984,929,26605.58,13876.0,21667.8,11019.0,20840.01,11574.0,21783.36571428572,13251.142857142857,Tuesday,3,10,9
2010-03-10,22905.79,17302,1116,19665.69,11984.0,31849.7,20031.0,30392.661,21941.0,20505.66428571429,12861.285714285714,Wednesday,3,10,10
2010-03-11,21537.09,13706,995,22905.79,17302.0,29966.350000000002,18044.0,44604.16,26014.0,19301.484285714287,12241.57142857143,Thursday,3,10,11
2010-03-12,19123.05,10586,638,21537.09,13706.0,25361.64,17947.0,12778.641,6798.0,18410.257142857146,11190.0,Friday,3,10,12
2010-03-13,0.0,0,0,19123.05,10586.0,0.0,0.0,0.0,0.0,18410.257142857146,11190.0,Saturday,3,10,13
2010-03-14,8947.9,4927,649,0.0,0.0,19034.6,10876.0,16741.49,8419.0,16969.300000000003,10340.142857142857,Sunday,3,10,14
2010-03-15,20536.681,13990,1005,8947.9,4927.0,26605.58,13876.0,23933.87,21188.0,16102.314428571432,10356.42857142857,Monday,3,11,15
2010-03-16,21048.78,12256,988,20536.681,13990.0,19665.69,11984.0,21667.8,11019.0,16299.898714285717,10395.285714285714,Tuesday,3,11,16
2010-03-17,29543.78,78565,1088,21048.78,12256.0,22905.79,17302.0,31849.7,20031.0,17248.183,19147.14285714286,Wednesday,3,11,17
2010-03-18,37570.75,20574,1356,29543.78,78565.0,21537.09,13706.0,29966.350000000002,18044.0,19538.70585714286,20128.285714285714,Thursday,3,11,18
2010-03-19,35274.3,12780,1113,37570.75,20574.0,19123.05,10586.0,25361.64,17947.0,21846.027285714288,20441.714285714286,Friday,3,11,19
2010-03-20,0.0,0,0,35274.3,12780.0,0.0,0.0,0.0,0.0,21846.027285714288,20441.714285714286,Saturday,3,11,20
2010-03-21,20485.48,12262,1321,0.0,0.0,8947.9,4927.0,19034.6,10876.0,23494.253000000004,21489.571428571428,Sunday,3,11,21
2010-03-22,21494.16,12051,1086,20485.48,12262.0,20536.681,13990.0,26605.58,13876.0,23631.035714285714,21212.571428571428,Monday,3,12,22
2010-03-23,41826.29,54157,1103,21494.16,12051.0,21048.78,12256.0,19665.69,11984.0,26599.25142857143,27198.428571428572,Tuesday,3,12,23
2010-03-24,25970.5,13663,1194,41826.29,54157.0,29543.78,78565.0,22905.79,17302.0,26088.782857142858,17926.714285714286,Wednesday,3,12,24
2010-03-25,30503.38,16603,1582,25970.5,13663.0,37570.75,20574.0,21537.09,13706.0,25079.158571428572,17359.428571428572,Thursday,3,12,25
2010-03-26,29867.35,20215,1051,30503.38,16603.0,35274.3,12780.0,19123.05,10586.0,24306.737142857142,18421.571428571428,Friday,3,12,26
2010-03-27,0.0,0,0,29867.35,20215.0,0.0,0.0,0.0,0.0,24306.737142857146,18421.571428571428,Saturday,3,12,27
2010-03-28,22402.0,14517,1791,0.0,0.0,20485.48,12262.0,8947.9,4927.0,24580.52571428572,18743.714285714286,Sunday,3,12,28
2010-03-29,31740.38,18251,1262,22402.0,14517.0,21494.16,12051.0,20536.681,13990.0,26044.271428571432,19629.428571428572,Monday,3,13,29
2010-03-30,33524.51,18224,1338,31740.38,18251.0,41826.29,54157.0,21048.78,12256.0,24858.302857142855,14496.142857142857,Tuesday,3,13,30
2010-03-31,24591.07,12506,1339,33524.51,18224.0,25970.5,13663.0,29543.78,78565.0,24661.24142857143,14330.857142857143,Wednesday,3,13,31
2010-04-01,28646.66,16895,1438,24591.07,12506.0,30503.38,16603.0,37570.75,20574.0,24395.995714285713,14372.57142857143,Thursday,4,13,1
2010-04-02,0.0,0,0,28646.66,16895.0,29867.35,20215.0,35274.3,12780.0,20129.23142857143,11484.714285714286,Friday,4,13,2
2010-04-03,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,20129.23142857143,11484.714285714286,Saturday,4,13,3
2010-04-04,0.0,0,0,0.0,0.0,22402.0,14517.0,20485.48,12262.0,16928.945714285717,9410.857142857143,Sunday,4,13,4
2010-04-05,0.0,0,0,0.0,0.0,31740.38,18251.0,21494.16,12051.0,12394.605714285717,6803.571428571428,Monday,4,14,5
2010-04-06,17900.83,12715,890,0.0,0.0,33524.51,18224.0,41826.29,54157.0,10162.651428571431,6016.571428571428,Tuesday,4,14,6
2010-04-07,32146.75,22970,1067,17900.83,12715.0,24591.07,12506.0,25970.5,13663.0,11242.034285714288,7511.428571428572,Wednesday,4,14,7
2010-04-08,39866.6,25830,1504,32146.75,22970.0,28646.66,16895.0,30503.38,16603.0,12844.882857142858,8787.857142857143,Thursday,4,14,8
2010-04-09,14668.53,8676,703,39866.6,25830.0,0.0,0.0,29867.35,20215.0,14940.387142857144,10027.285714285714,Friday,4,14,9
2010-04-10,0.0,0,0,14668.53,8676.0,0.0,0.0,0.0,0.0,14940.387142857144,10027.285714285714,Saturday,4,14,10
2010-04-11,19732.05,11585,1074,0.0,0.0,0.0,0.0,22402.0,14517.0,17759.25142857143,11682.285714285714,Sunday,4,14,11
2010-04-12,25912.471,12188,872,19732.05,11585.0,0.0,0.0,31740.38,18251.0,21461.033,13423.42857142857,Monday,4,15,12
2010-04-13,25736.04,14373,1186,25912.471,12188.0,17900.83,12715.0,33524.51,18224.0,22580.348714285716,13660.285714285714,Tuesday,4,15,13
2010-04-14,27054.25,16322,1063,25736.04,14373.0,32146.75,22970.0,24591.07,12506.0,21852.848714285716,12710.57142857143,Wednesday,4,15,14
2010-04-15,19538.34,10700,1090,27054.25,16322.0,39866.6,25830.0,28646.66,16895.0,18948.811571428574,10549.142857142857,Thursday,4,15,15
2010-04-16,19363.82,14781,831,19538.34,10700.0,14668.53,8676.0,0.0,0.0,19619.56728571429,11421.285714285714,Friday,4,15,16
2010-04-17,0.0,0,0,19363.82,14781.0,0.0,0.0,0.0,0.0,19619.56728571429,11421.285714285714,Saturday,4,15,17
2010-04-18,23934.46,12961,1428,0.0,0.0,19732.05,11585.0,0.0,0.0,20219.911571428576,11617.857142857143,Sunday,4,15,18
2010-04-19,24561.04,14564,1146,23934.46,12961.0,25912.471,12188.0,0.0,0.0,20026.850000000002,11957.285714285714,Monday,4,16,19
2010-04-20,21202.35,12416,1213,24561.04,14564.0,25736.04,14373.0,17900.83,12715.0,19379.18,11677.714285714286,Tuesday,4,16,20
2010-04-21,25873.86,11566,1084,21202.35,12416.0,27054.25,16322.0,32146.75,22970.0,19210.552857142862,10998.285714285714,Wednesday,4,16,21
2010-04-22,35741.2,21229,1201,25873.86,11566.0,19538.34,10700.0,39866.6,25830.0,21525.247142857144,12502.42857142857,Thursday,4,16,22
2010-04-23,14969.64,9829,915,35741.2,21229.0,19363.82,14781.0,14668.53,8676.0,20897.507142857146,11795.0,Friday,4,16,23
2010-04-24,0.0,0,0,14969.64,9829.0,0.0,0.0,0.0,0.0,20897.507142857146,11795.0,Saturday,4,16,24
2010-04-25,16574.53,8380,1288,0.0,0.0,23934.46,12961.0,19732.05,11585.0,19846.088571428576,11140.57142857143,Sunday,4,16,25
2010-04-26,29734.03,17979,1384,16574.53,8380.0,24561.04,14564.0,25912.471,12188.0,20585.087142857144,11628.42857142857,Monday,4,17,26
2010-04-27,43534.06,22759,1368,29734.03,17979.0,21202.35,12416.0,25736.04,14373.0,23775.33142857143,13106.0,Tuesday,4,17,27
2010-04-28,31181.87,19058,1556,43534.06,22759.0,25873.86,11566.0,27054.25,16322.0,24533.618571428575,14176.285714285714,Wednesday,4,17,28
2010-04-29,29575.671,16370,1670,31181.87,19058.0,35741.2,21229.0,19538.34,10700.0,23652.828714285715,13482.142857142857,Thursday,4,17,29
2010-04-30,24532.95,16441,860,29575.671,16370.0,14969.64,9829.0,19363.82,14781.0,25019.01585714286,14426.714285714286,Friday,4,17,30
2010-05-01,0.0,0,0,24532.95,16441.0,0.0,0.0,0.0,0.0,25019.01585714286,14426.714285714286,Saturday,5,17,1
2010-05-02,12342.17,6296,831,0.0,0.0,16574.53,8380.0,23934.46,12961.0,24414.393000000004,14129.0,Sunday,5,17,2
2010-05-03,0.0,0,0,12342.17,6296.0,29734.03,17979.0,24561.04,14564.0,20166.67442857143,11560.57142857143,Monday,5,18,3
2010-05-04,18945.33,10501,986,0.0,0.0,43534.06,22759.0,21202.35,12416.0,16653.998714285717,9809.42857142857,Tuesday,5,18,4
2010-05-05,23625.22,14814,1064,18945.33,10501.0,31181.87,19058.0,25873.86,11566.0,15574.477285714287,9203.142857142857,Wednesday,5,18,5
2010-05-06,51704.13,30422,1690,23625.22,14814.0,29575.671,16370.0,35741.2,21229.0,18735.685714285715,11210.57142857143,Thursday,5,18,6
2010-05-07,31976.09,22834,1174,51704.13,30422.0,24532.95,16441.0,14969.64,9829.0,19798.99142857143,12123.857142857143,Friday,5,18,7
2010-05-08,0.0,0,0,31976.09,22834.0,0.0,0.0,0.0,0.0,19798.99142857143,12123.857142857143,Saturday,5,18,8
2010-05-09,22852.06,11825,1691,0.0,0.0,12342.17,6296.0,16574.53,8380.0,21300.40428571429,12913.714285714286,Sunday,5,18,9
2010-05-10,26496.43,14734,1241,22852.06,11825.0,0.0,0.0,29734.03,17979.0,25085.608571428573,15018.57142857143,Monday,5,19,10
2010-05-11,25201.04,17134,1312,26496.43,14734.0,18945.33,10501.0,43534.06,22759.0,25979.28142857143,15966.142857142857,Tuesday,5,19,11
2010-05-12,29744.74,21360,1093,25201.04,17134.0,23625.22,14814.0,31181.87,19058.0,26853.49857142857,16901.285714285714,Wednesday,5,19,12
2010-05-13,38966.0,26351,1117,29744.74,21360.0,51704.13,30422.0,29575.671,16370.0,25033.76571428572,16319.714285714286,Thursday,5,19,13
2010-05-14,16895.24,13848,608,38966.0,26351.0,31976.09,22834.0,24532.95,16441.0,22879.358571428576,15036.0,Friday,5,19,14
2010-05-15,0.0,0,0,16895.24,13848.0,0.0,0.0,0.0,0.0,22879.358571428576,15036.0,Saturday,5,19,15
2010-05-16,18370.09,11028,1467,0.0,0.0,22852.06,11825.0,12342.17,6296.0,22239.077142857142,14922.142857142857,Sunday,5,19,16
2010-05-17,23290.76,13483,1146,18370.09,11028.0,26496.43,14734.0,0.0,0.0,21781.12428571429,14743.42857142857,Monday,5,20,17
2010-05-18,26164.58,21947,1167,23290.76,13483.0,25201.04,17134.0,18945.33,10501.0,21918.772857142863,15431.0,Tuesday,5,20,18
2010-05-19,16575.5,9421,1050,26164.58,21947.0,29744.74,21360.0,23625.22,14814.0,20037.45285714286,13725.42857142857,Wednesday,5,20,19
2010-05-20,25331.44,15470,1560,16575.5,9421.0,38966.0,26351.0,51704.13,30422.0,18089.658571428572,12171.0,Thursday,5,20,20
2010-05-21,22494.36,9052,768,25331.44,15470.0,16895.24,13848.0,31976.09,22834.0,18889.532857142858,11485.857142857143,Friday,5,20,21
2010-05-22,0.0,0,0,22494.36,9052.0,0.0,0.0,0.0,0.0,18889.532857142858,11485.857142857143,Saturday,5,20,22
2010-05-23,24824.93,13755,1268,0.0,0.0,18370.09,11028.0,22852.06,11825.0,19811.652857142857,11875.42857142857,Sunday,5,20,23
2010-05-24,33536.19,32351,1191,24824.93,13755.0,23290.76,13483.0,26496.43,14734.0,21275.285714285717,14570.857142857143,Monday,5,21,24
2010-05-25,20415.92,14606,1148,33536.19,32351.0,26164.58,21947.0,25201.04,17134.0,20454.048571428575,13522.142857142857,Tuesday,5,21,25
2010-05-26,29586.64,18023,1224,20415.92,14606.0,16575.5,9421.0,29744.74,21360.0,22312.782857142858,14751.0,Wednesday,5,21,26
2010-05-27,29221.670000000002,17496,1773,29586.64,18023.0,25331.44,15470.0,38966.0,26351.0,22868.530000000002,15040.42857142857,Thursday,5,21,27
2010-05-28,18569.88,12005,894,29221.670000000002,17496.0,22494.36,9052.0,16895.24,13848.0,22307.890000000007,15462.285714285714,Friday,5,21,28
2010-05-29,0.0,0,0,18569.88,12005.0,0.0,0.0,0.0,0.0,22307.890000000007,15462.285714285714,Saturday,5,21,29
2010-05-30,10702.97,6204,770,0.0,0.0,24824.93,13755.0,18370.09,11028.0,20290.467142857146,14383.57142857143,Sunday,5,21,30
2010-05-31,0.0,0,0,10702.97,6204.0,33536.19,32351.0,23290.76,13483.0,15499.582857142857,9762.0,Monday,5,22,31
2010-06-01,13093.79,7769,887,0.0,0.0,20415.92,14606.0,26164.58,21947.0,14453.564285714287,8785.285714285714,Tuesday,6,22,1
2010-06-02,13714.76,11289,660,13093.79,7769.0,29586.64,18023.0,16575.5,9421.0,12186.15285714286,7823.285714285715,Wednesday,6,22,2
2010-06-03,26644.63,16947,1309,13714.76,11289.0,29221.670000000002,17496.0,25331.44,15470.0,11818.004285714287,7744.857142857143,Thursday,6,22,3
2010-06-04,11447.73,6389,479,26644.63,16947.0,18569.88,12005.0,22494.36,9052.0,10800.554285714288,6942.571428571428,Friday,6,22,4
2010-06-05,0.0,0,0,11447.73,6389.0,0.0,0.0,0.0,0.0,10800.554285714288,6942.571428571428,Saturday,6,22,5
2010-06-06,25457.15,14079,2153,0.0,0.0,10702.97,6204.0,24824.93,13755.0,12908.294285714288,8067.571428571428,Sunday,6,22,6
2010-06-07,45523.11,28736,2181,25457.15,14079.0,0.0,0.0,33536.19,32351.0,19411.595714285715,12172.714285714286,Monday,6,23,7
2010-06-08,48215.48,25001,1546,45523.11,28736.0,13093.79,7769.0,20415.92,14606.0,24428.980000000003,14634.42857142857,Tuesday,6,23,8
